question_id,db_id,question,predicted_sql,latency_seconds,llm_model,embedding_model,method,timestamp
80,pets_1,Find the number of pets for each student who has any pet and student id .,"SELECT StuID, COUNT(*) AS num_pets FROM Has_Pet AS H JOIN Pets AS P ON H.StuID = P.StuID JOIN Student AS S ON P.PetID = S.PetID GROUP BY StuID HAVING COUNT(*) > 1",0.7042,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:26.420471
81,pets_1,"For students who have pets , how many pets does each student have ? list their ids instead of names .",SELECT StuID FROM Has_Pet JOIN Pets ON Has_Pet.StuID = Pets.StuID GROUP BY StuID HAVING COUNT(*) > 1,0.5286,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:26.949100
82,pets_1,Find the first name and gender of student who have more than one pet .,"SELECT T1.LName, T1.FName FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID JOIN Pets AS T3 ON T2.PetID = T3.PetID WHERE T3.PetType IN ('Dog', 'Cat') AND T3.pet_age > 0 GROUP BY T1.LName, T1.FName ORDER BY COUNT(*) DESC LIMIT 1",1.0968,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:28.045879
83,pets_1,What is the first name and gender of the all the students who have more than one pet ?,"SELECT T1.LName, T1.FName FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID JOIN Pets AS T3 ON T2.PetID = T3.PetID WHERE T3.weight > 0 AND T3.pet_age > = 0 GROUP BY T1.LName, T1.FName ORDER BY COUNT(*) DESC LIMIT 1",0.943,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:28.988856
84,pets_1,Find the last name of the student who has a cat that is age 3 .,SELECT LName FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetAge = 3 AND T1.PetType = 'Cat',0.628,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:29.618296
85,pets_1,What is the last name of the student who has a cat that is 3 years old ?,SELECT LName FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetAge = 3 AND T2.PetType = 'Cat',0.6095,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:30.227807
86,pets_1,Find the average age of students who do not have any pet .,SELECT AVG(Age) FROM student s WHERE StuID NOT IN (SELECT StuID FROM pets p),0.4226,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:30.650359
87,pets_1,What is the average age for all students who do not own any pets ?,SELECT AVG(Age) FROM student WHERE StuID NOT IN (SELECT StuID FROM pets),0.3675,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:31.018194
88,employee_hire_evaluation,How many employees are there ?,SELECT COUNT(*) FROM employee,0.3212,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:31.339426
89,employee_hire_evaluation,Count the number of employees,SELECT COUNT(*) FROM employee,0.2692,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:31.609378
90,employee_hire_evaluation,Sort employee names by their age in ascending order .,SELECT Name FROM employee ORDER BY Age ASC,0.2836,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:31.893471
91,employee_hire_evaluation,List the names of employees and sort in ascending order of age .,SELECT name FROM employee ORDER BY Age ASC,0.3231,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:32.216560
92,employee_hire_evaluation,What is the number of employees from each city ?,"SELECT City, COUNT(*) AS Num_Employees FROM employee JOIN evaluation ON employee.Employee_ID = evaluation.Employee_ID JOIN hiring ON evaluation.Employee_ID = hiring.Employee_ID JOIN shop ON hiring.Shop_ID = shop.Shop_ID GROUP BY City",0.6741,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:32.890689
93,employee_hire_evaluation,Count the number of employees for each city .,"SELECT E1.City, COUNT(*) AS Employee_Count FROM employee AS E1 JOIN evaluation AS E2 ON E1.Employee_ID = E2.Employee_ID GROUP BY E1.City",0.5466,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:33.438183
94,employee_hire_evaluation,Which cities do more than one employee under age 30 come from ?,SELECT DISTINCT city FROM evaluation JOIN hiring ON evaluation.Employee_ID = hiring.Employee_ID WHERE employee.Age < 30 AND city NOT IN (SELECT city FROM evaluation),0.5751,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:34.013271
95,employee_hire_evaluation,Find the cities that have more than one employee under age 30 .,SELECT city FROM evaluation WHERE Employee_ID IN (SELECT Employee_ID FROM hiring GROUP BY City) AND Age < 30,0.4471,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:34.460379
96,employee_hire_evaluation,Find the number of shops in each location .,"SELECT Shop_ID, COUNT(*) AS Number_of_shops FROM evaluation JOIN hiring ON evaluation.Employee_ID = hiring.Employee_ID JOIN shop ON hiring.Shop_ID = shop.Shop_ID GROUP BY Shop_ID",0.6114,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:35.071813
97,employee_hire_evaluation,How many shops are there in each location ?,"SELECT Shop_ID, COUNT(*) AS Number_of_shops FROM evaluation JOIN hiring ON evaluation.Employee_ID = hiring.Employee_ID GROUP BY Shop_ID",0.475,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:35.546842
98,employee_hire_evaluation,Find the manager name and district of the shop whose number of products is the largest .,"SELECT Manager_name, District FROM evaluation JOIN hiring ON evaluation.Employee_ID = hiring.Employee_ID WHERE shop.Shop_ID = evaluation.shop.id AND Number_products = MAX(Number_products)",0.5922,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:36.139050
99,employee_hire_evaluation,What are the manager name and district of the shop that sells the largest number of products ?,"SELECT Manager_name, District FROM shop AS S1 JOIN evaluation AS E ON S1.Shop_ID = E.Employee_ID GROUP BY S1.District HAVING COUNT(*) = MAX(COUNT(*))",0.5839,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:36.722951
100,employee_hire_evaluation,find the minimum and maximum number of products of all stores .,SELECT MIN(Number_products) FROM evaluation JOIN hiring ON evaluation.Employee_ID = employee.Employee_ID JOIN shop ON employee.Employee_ID = shop.Employee_ID WHERE Is_full_time = true AND Shop_ID IN (SELECT SHOP_ID FROM shop GROUP BY SHOP_ID),0.7122,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:37.435113
101,employee_hire_evaluation,What are the minimum and maximum number of products across all the shops ?,"SELECT MIN(NUMBER_products) AS min_products, MAX(NUMBER_products) AS max_products FROM evaluation JOIN shop ON evaluation.Employee_ID = shop.Employee_ID WHERE shop.Shop_ID IN (SELECT Shop_ID FROM hiring) AND shop.Is_full_time = true",0.7364,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:38.172560
102,employee_hire_evaluation,"Return the name , location and district of all shops in descending order of number of products .","SELECT shop.Name, shop.Location, district FROM evaluation AS E JOIN emp_hire ON E.Employee_ID = emp_hire.Employee_ID JOIN shop ON emp_hire.Shop_ID = shop.Shop_ID GROUP BY shop.Name, shop.Location, shop.District ORDER BY COUNT(*) DESC LIMIT 1",0.7503,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:38.922904
103,employee_hire_evaluation,"Sort all the shops by number products in descending order , and return the name , location and district of each shop .","SELECT SHOP.Name AS Shop_name, SHOP.Location AS Location, SHOP.District AS District FROM evaluation AS E JOIN SHOPS AS S ON E.Employee_ID = S.Employee_ID GROUP BY SHOP.Shop_ID, SHOP.Name ORDER BY COUNT(*) DESC LIMIT 1",0.6606,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:39.584157
104,employee_hire_evaluation,Find the names of stores whose number products is more than the average number of products .,SELECT T2.Name FROM evaluation AS T1 JOIN employee AS T2 ON T1.Employee_ID = T2.Employee_ID JOIN shop AS T3 ON T2.Shop_ID = T3.Shop_ID WHERE T3.Number_products > (SELECT AVG(T2.Number_products) FROM evaluation),0.7964,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:40.380587
105,employee_hire_evaluation,Which shops ' number products is above the average ? Give me the shop names .,SELECT SHOP.Name FROM evaluation AS E JOIN SHOP AS S ON E.Employee_ID = S.Employee_ID JOIN hiring AS H ON H.Shop_ID = S.Shop_ID JOIN shop AS S2 ON S2.Shop_ID = S.Shop_ID GROUP BY SHOP.Name HAVING COUNT(*) > (SELECT AVG(Number_products) FROM evaluation AS E JOIN shop AS S ON E.Employee_ID = S.Employee_ID JOIN hiring AS H ON H.Shop_ID = S.Shop_ID JOIN shop AS S2 ON S2.Shop_ID = S.Shop_ID GROUP BY SHOP.Name HAVING COUNT(*) > 1,1.4067,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:41.788267
106,employee_hire_evaluation,find the name of employee who was awarded the most times in the evaluation .,SELECT e1.Name FROM employee AS e1 JOIN evaluation AS ev ON e1.Employee_ID = ev.Employee_ID JOIN hiring AS h ON h.Employee_ID = ev.Employee_ID JOIN shop AS s ON h.Shop_ID = s.Shop_ID WHERE h.Is_full_time AND ev.Year_awarded = (SELECT MAX(Year_awarded) FROM evaluation),0.9143,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:42.702605
107,employee_hire_evaluation,Which employee received the most awards in evaluations ? Give me the employee name .,SELECT E1.Name FROM evaluation AS E1 JOIN employee AS E2 ON E1.Employee_ID = E2.Employee_ID WHERE E2.Year_awarded = 'Most Awards',0.5476,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:43.250176
108,employee_hire_evaluation,Find the name of the employee who got the highest one time bonus .,SELECT E1.Name FROM evaluation AS E1 JOIN employee AS E2 ON E2.Employee_ID = E1.Employee_ID WHERE YEAR_awarded = 'One Time Bonus' AND Bonus > 0,0.6365,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:43.886670
109,employee_hire_evaluation,Which employee received the biggest bonus ? Give me the employee name .,"SELECT E.Employee_ID, E.Name FROM evaluation AS E JOIN hiring AS H ON E.Employee_ID = H.Employee_ID JOIN shop AS S ON H.Shop_ID = S.Shop_ID WHERE S.Location = 'Largest_City' AND H.Year_awarded = 2023 AND Bonus > 10000",0.8529,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:44.739557
110,employee_hire_evaluation,Find the names of employees who never won any award in the evaluation .,SELECT Name FROM employee WHERE Evaluation.Year_awarded NOT IN (SELECT Year_awarded FROM evaluation),0.4078,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:45.148099
111,employee_hire_evaluation,What are the names of the employees who never received any evaluation ?,SELECT Name FROM employee WHERE Year_awarded NOT LIKE '%'*',0.353,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:45.501776
112,employee_hire_evaluation,What is the name of the shop that is hiring the largest number of employees ?,"SELECT SHOP_ID, Name FROM hiring WHERE Employee_ID IN (SELECT MAX(Employee_ID) FROM evaluation)",0.4314,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:45.933188
113,employee_hire_evaluation,Which shop has the most employees ? Give me the shop name .,"SELECT SHOP_ID, Name FROM evaluation JOIN hiring ON evaluation.Employee_ID = hiring.Employee_ID WHERE employment_id IN (SELECT Employee_ID FROM employee GROUP BY Employee_ID) GROUP BY SHOP_ID",0.5968,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:46.530010
114,employee_hire_evaluation,Find the name of the shops that do not hire any employee .,SELECT Shop_ID FROM evaluation WHERE Employee_ID NOT IN (SELECT Employee_ID FROM hiring),0.385,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:46.915056
115,employee_hire_evaluation,Which shops run with no employees ? Find the shop names,SELECT Shop_ID FROM evaluation WHERE Employee_ID NOT IN (SELECT employee.Employee_ID FROM hiring),0.3987,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:47.313775
116,employee_hire_evaluation,Find the number of employees hired in each shop ; show the shop name as well .,"SELECT SHOP_ID, COUNT(Employee_ID) AS Num_Employees FROM hiring JOIN evaluation ON hiring.Employee_ID = evaluation.Employee_ID JOIN shop ON evaluation.Shop_ID = shop.Shop_ID GROUP BY SHOP_ID",0.6135,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:47.927274
117,employee_hire_evaluation,"For each shop , return the number of employees working there and the name of the shop .","SELECT e.Shop_ID, COUNT(e.Employee_ID) AS Num_Employees, e.Name FROM employee AS e JOIN evaluation AS ev ON e.Employee_ID = ev.Employee_ID JOIN hiring AS h ON e.Employee_ID = h.Employee_ID JOIN shop AS s ON h.Shop_ID = s.Shop_ID GROUP BY e.Shop_ID, e.Name",0.9969,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:48.924151
118,employee_hire_evaluation,What is total bonus given in all evaluations ?,SELECT SUM(Bonus) FROM evaluation JOIN employee ON evaluation.Employee_ID = employee.Employee_ID JOIN hiring ON employee.Employee_ID = hiring.Employee_ID WHERE Employee_ID IN ('Shop_ID'),0.6002,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:49.524332
119,employee_hire_evaluation,Find the total amount of bonus given in all the evaluations .,SELECT SUM(Bonus) FROM evaluation JOIN hiring ON evaluation.Employee_ID = hiring.Employee_ID GROUP BY Employee_ID,0.4649,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:49.989244
120,employee_hire_evaluation,Give me all the information about hiring .,"SELECT e1.Employee_ID, e1.Name, e1.Age, e1.City, e1.Shop_ID, e1.Start_from, e1.Is_full_time, e2.Year_awarded, e2.Bonus FROM employee e1 JOIN evaluation e2 ON e1.Employee_ID = e2.Employee_ID JOIN hiring h1 ON e1.Employee_ID = h1.Employee_ID JOIN shop s1 ON h1.Shop_ID = s1.Shop_ID WHERE e1.Start_from = '2023-01-01' AND e1.Is_full_time = true",1.4636,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:51.452829
121,employee_hire_evaluation,What is all the information about hiring ?,"SELECT SHOP_ID, Employee_ID, Start_from, Is_full_time, FROM hiring WHERE Employee_ID IN (SELECT Employee_ID FROM evaluation) AND Shop_ID = employee.shop.id",0.5721,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:52.024957
122,employee_hire_evaluation,Which district has both stores with less than 3000 products and stores with more than 10000 products ?,SELECT DISTINCT d.District FROM evaluation AS E JOIN shop AS S ON E.Shop_ID = S.Employee_ID JOIN hiring AS H ON E.Employee_ID = H.Employee_ID JOIN employee AS E ON E.Employee_ID = H.Employee_ID JOIN shop AS S ON S.Shop_ID = E.Shop_ID WHERE S.Number_products < 3000 AND S.Number_products > 10000 GROUP BY d.District,1.065,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:53.090891
123,employee_hire_evaluation,Find the districts in which there are both shops selling less than 3000 products and shops selling more than 10000 products .,SELECT DISTINCT district FROM evaluation JOIN hiring ON evaluation.Employee_ID = hiring.Employee_ID JOIN shop ON evaluation.Shop_ID = shop.Shop_ID WHERE shop.Number_products < 3000 AND shop.Number_products > 10000,0.7334,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:53.824331
124,employee_hire_evaluation,How many different store locations are there ?,SELECT COUNT(DISTINCT shop.Location) FROM evaluation AS E JOIN employee AS E ON E.Employee_ID = E.Employee_ID JOIN hiring AS H ON E.Employee_ID = H.Employee_ID JOIN shop AS S ON H.Shop_ID = S.Shop_ID GROUP BY SHOP_ID,0.7656,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:54.589910
125,employee_hire_evaluation,Count the number of distinct store locations .,"SELECT COUNT(DISTINCT shop.Location) FROM evaluation AS E JOIN employee AS E ON E.Employee_ID = E.Employee_ID JOIN hiring AS H ON E.Employee_ID = H.Employee_ID JOIN shop AS S ON E.Shop_ID = S.Shop_ID GROUP BY E.City, E.Name, E.Age, E.City ORDER BY City DESC LIMIT 1",0.9224,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:55.512314
126,orchestra,How many conductors are there ?,SELECT COUNT(*) FROM conductor,0.3221,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:55.834395
127,orchestra,Count the number of conductors .,SELECT COUNT(*) FROM conductor,0.2933,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:56.127692
128,orchestra,List the names of conductors in ascending order of age .,"SELECT Conductor_ID, Name FROM conductor ORDER BY Age ASC",0.3166,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:56.444257
129,orchestra,"What are the names of conductors , ordered by age ?","SELECT Conductor_ID, Name FROM conductor ORDER BY Age ASC",0.3265,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:56.770735
130,orchestra,What are the names of conductors whose nationalities are not `` USA '' ?,"SELECT Conductor_ID, Name FROM conductor WHERE Nationality < > 'USA'",0.3591,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:57.129813
131,orchestra,Return the names of conductors that do not have the nationality `` USA '' .,SELECT Conductor_ID FROM conductor WHERE Nationality < > 'USA',0.3419,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:57.472733
132,orchestra,What are the record companies of orchestras in descending order of years in which they were founded ?,SELECT orchestra.Name FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID JOIN performance ON conductor.Conductor_ID = performance.Conductor_ID JOIN orchestra ON performance.Orchestra_ID = orchestra.Orchestra_ID ORDER BY YEAR_OF_FOUNDATION DESC LIMIT 1,0.7329,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:58.206339
133,orchestra,"Return the record companies of orchestras , sorted descending by the years in which they were founded .","SELECT Orchestra.Name FROM orchestra JOIN performance ON orchestra.Orchestra_ID = performance.Conductor_ID JOIN conductor ON conductor.Conductor_ID = orchestra.Conductor_ID ORDER BY YEAR_OF_FOUNDATION DESC, Conductor.Nationality",0.6331,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:58.840305
134,orchestra,What is the average attendance of shows ?,SELECT AVG(Attendance) FROM show WHERE If_first_show = true AND Result = 'Show',0.4006,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:59.240947
135,orchestra,Return the average attendance across all shows .,SELECT AVG(Attendance) FROM orchestra JOIN performance ON orchestra.Conductor_ID = performance.Conductor_ID JOIN show ON performance.Orchestra_ID = show.Orchestra_ID GROUP BY Orchestra.Name,0.5837,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:59.824638
136,orchestra,What are the maximum and minimum share of performances whose type is not `` Live final '' .,"SELECT MIN(Share) AS Min_Share, MAX(Share) AS Max_Share FROM Performance WHERE Type NOT IN ('Live final') GROUP BY Show_ID",0.4956,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:00.320266
137,orchestra,Return the maximum and minimum shares for performances that do not have the type `` Live final '' .,"SELECT MAX(Share) AS Max_Share, MIN(Share) AS Min_Share FROM Performance WHERE Type NOT IN ('Live final') AND Show_ID NOT IN (SELECT Performance_ID FROM Performance WHERE If_first_show = FALSE)",0.6387,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:00.958973
138,orchestra,How many different nationalities do conductors have ?,SELECT COUNT(DISTINCT Nationality) FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID JOIN performance ON orchestra.Orchestra_ID = performance.Orchestra_ID WHERE Conductor.Nationality ! = 'Unknown' AND Conductor.Year_of_Work > 1900,0.7606,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:01.719588
139,orchestra,Count the number of different nationalities of conductors .,SELECT COUNT(DISTINCT Nationality) FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID JOIN performance ON orchestra.Orchestra_ID = performance.Orchestra_ID WHERE Conductor.Nationality ! = 'Unknown' AND Conductor.Year_of_Work > = 1900 GROUP BY Nationality,0.786,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:02.505615
140,orchestra,List names of conductors in descending order of years of work .,"SELECT Conductor_ID, Name FROM conductor ORDER BY Year_of_Work DESC LIMIT 1",0.3805,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:02.886072
141,orchestra,"What are the names of conductors , sorted descending by the number of years they have worked ?","SELECT Conductor_ID, Name FROM conductor ORDER BY Year_of_Work DESC LIMIT 1",0.4006,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:03.286631
142,orchestra,List the name of the conductor with the most years of work .,"SELECT Conductor_ID, Name FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID JOIN performance ON orchestra.Orchestra_ID = performance.Orchestra_ID WHERE YEAR_OF_WORK = (SELECT MAX(Year_of_Work) FROM conductor)",0.7359,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:04.022566
143,orchestra,What is the name of the conductor who has worked the greatest number of years ?,"SELECT Conductor_ID, Name FROM conductor WHERE Year_of_Work = MAX(Year_of_Work) GROUP BY Conductor_ID",0.4514,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:04.474353
144,orchestra,Show the names of conductors and the orchestras they have conducted .,"SELECT Conductor_ID, Orchestra FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID JOIN performance ON conductor.Conductor_ID = performance.Conductor_ID WHERE conductor.Year_of_Work = 2023 AND conductor.Nationality = 'French' AND Conductor.Name LIKE '%Orchestra%'",0.8242,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:05.299434
145,orchestra,What are the names of conductors as well as the corresonding orchestras that they have conducted ?,"SELECT conductor.Name, orchestra.Orchestra FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID WHERE conductor.Year_of_Work = orchestra.Year_of_Founded AND conductor.Nationality = orchestra.Nationality GROUP BY conductor.Name",0.6826,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:05.982000
146,orchestra,Show the names of conductors that have conducted more than one orchestras .,"SELECT Conductor_ID, Name FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID JOIN performance ON orchestra.Orchestra_ID = performance.Orchestra_ID WHERE Performance_ID IN (SELECT Orchestra_ID FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID GROUP BY Conductor_ID) AND IF_FIRST_SHOW IS TRUE AND Result = 'Conducted More Than One Orchestras'",1.0153,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:06.997340
147,orchestra,What are the names of conductors who have conducted at more than one orchestra ?,"SELECT Conductor_ID, Name FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID JOIN performance ON orchestra.Orchestra_ID = performance.Orchestra_ID WHERE Conductor.Year_of_Work > 2015 GROUP BY Conductor_ID",0.693,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:07.690836
148,orchestra,Show the name of the conductor that has conducted the most number of orchestras .,"SELECT Conductor_ID, Name FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID JOIN performance ON orchestra.Orchestra_ID = performance.Orchestra_ID JOIN show ON performance.Performance_ID = show.Performance_ID WHERE Conductor_ID IN (SELECT Conductor_ID FROM conductor GROUP BY Conductor_ID ORDER BY Year_of_Work DESC LIMIT 1)",0.9591,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:08.649954
149,orchestra,What is the name of the conductor who has conducted the most orchestras ?,"SELECT Conductor_ID, Name FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID JOIN performance ON orchestra.Orchestra_ID = performance.Orchestra_ID WHERE CONDUCTOR_ID IN (SELECT Conductor_ID FROM conductor GROUP BY Conductor_ID) HAVING COUNT(*) = 1",0.8132,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:09.463145
150,orchestra,Please show the name of the conductor that has conducted orchestras founded after 2008 .,SELECT Conductor_ID FROM conductor WHERE Year_of_Work > 2008 AND Orchestra NOT IN (SELECT Orchestra FROM orchestra WHERE Conductor_ID = conductor.Conductor_ID),0.5551,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:10.018228
151,orchestra,What are the names of conductors who have conducted orchestras founded after the year 2008 ?,"SELECT Conductor_ID, Name FROM conductor WHERE Year_of_Work > 2008 AND Orchestra NOT IN (SELECT Orchestra FROM orchestra ORDER BY Year_of_Founded DESC LIMIT 1)",0.5568,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:10.575705
152,orchestra,Please show the different record companies and the corresponding number of orchestras .,"SELECT Orchestra.Name, COUNT(Orchestra.Orchestra_ID) as Count FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID JOIN performance ON conductor.Conductor_ID = performance.Conductor_ID JOIN show ON performance.Orchestra_ID = show.Orchestra JOIN orchestra ON show.Orchestra_ID = orchestra.Orchestra JOIN if_first_show ON show.If_first_show = true GROUP BY Orchestra.Name",1.0158,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:11.591499
