question_id,db_id,question,predicted_sql,latency_seconds,llm_model,embedding_model,framework,method,parameters,timestamp
93,employee_hire_evaluation,Count the number of employees for each city .,SELECT COUNT(Employee_ID) AS EmployeeCount FROM employee GROUP BY City,2.7018,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:24:14.705338
94,employee_hire_evaluation,Which cities do more than one employee under age 30 come from ?,"SELECT City, COUNT(*) AS NumberOfEmployeesFromCity FROM employee JOIN employee ON e1.Employee_ID = e2.Employee_ID WHERE e1.Age < 30 GROUP BY City ORDER BY COUNT(*) DESC",4.4384,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:24:19.144796
95,employee_hire_evaluation,Find the cities that have more than one employee under age 30 .,SELECT City FROM shop WHERE (SELECT COUNT(*) From employee WHERE Employee_ID = shop.City) > 1,3.954,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:24:23.098823
96,employee_hire_evaluation,Find the number of shops in each location .,"SELECT Location, COUNT(*) AS Number_ofShops FROM shop",3.0337,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:24:26.132517
97,employee_hire_evaluation,How many shops are there in each location ?,SELECT Location FROM shop GROUP BY Location,3.5211,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:24:29.653608
98,employee_hire_evaluation,Find the manager name and district of the shop whose number of products is the largest .,SELECT 1,15.8119,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:24:45.465485
99,employee_hire_evaluation,What are the manager name and district of the shop that sells the largest number of products ?,SELECT 1,16.3059,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:25:01.772415
100,employee_hire_evaluation,find the minimum and maximum number of products of all stores .,"SELECT Employee_ID, COUNT(1) AS ProductCountPerStore",16.0042,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:25:17.776643
101,employee_hire_evaluation,What are the minimum and maximum number of products across all the shops ?,"SELECT MIN(Number_products), MAX(Number_products) AS Max FROM shop",3.3918,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:25:21.169459
102,employee_hire_evaluation,"Return the name , location and district of all shops in descending order of number of products .","SELECT Name, Location, District FROM shop",12.9167,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:25:34.086195
103,employee_hire_evaluation,"Sort all the shops by number products in descending order , and return the name , location and district of each shop .","SELECT Name, Location, District FROM shop WHERE Number_products DESC",3.2448,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:25:37.332046
104,employee_hire_evaluation,Find the names of stores whose number products is more than the average number of products .,SELECT Name FROM shop WHERE Number_products > (AVG(Number_products)),3.7621,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:25:41.094115
105,employee_hire_evaluation,Which shops ' number products is above the average ? Give me the shop names .,SELECT 1,5.0338,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:25:46.127910
106,employee_hire_evaluation,find the name of employee who was awarded the most times in the evaluation .,SELECT 1,12.9201,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:25:59.049086
107,employee_hire_evaluation,Which employee received the most awards in evaluations ? Give me the employee name .,"SELECT Employee_ID, COUNT(Bonus) AS Award_Count FROM evaluation GROUP BY Employee_ID ORDER BY Award_Count DESC",3.6683,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:26:02.717376
108,employee_hire_evaluation,Find the name of the employee who got the highest one time bonus .,WHERE evaluation.Employee_ID = employee.Employee_ID) AND Bonus = (SELECT MAX(Bonus) FROM evaluation,3.396,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:26:06.113379
109,employee_hire_evaluation,Which employee received the biggest bonus ? Give me the employee name .,SELECT e.Name FROM (SELECT MAX(e.Bonus) AS max_bonus FROM employee) AS temp_e,4.4187,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:26:10.533089
110,employee_hire_evaluation,Find the names of employees who never won any award in the evaluation .,'evaluation'.Winner FOR UPDATE evaluation,4.1501,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:26:14.683223
111,employee_hire_evaluation,What are the names of the employees who never received any evaluation ?,SELECT Bonus AS exists_bonus,5.0072,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:26:19.690422
112,employee_hire_evaluation,What is the name of the shop that is hiring the largest number of employees ?,SELECT Name FROM Hiring GROUP BY Shop_ID ORDER BY COUNT(*) DESC,3.0444,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:26:22.736281
113,employee_hire_evaluation,Which shop has the most employees ? Give me the shop name .,"SELECT s.Shop_ID AS ShopName,",3.892,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:26:26.628251
114,employee_hire_evaluation,Find the name of the shops that do not hire any employee .,SELECT s.Name FROM shop s WHERE NOT EXISTS (SELECT e.ID FROM employee e),3.3414,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:26:29.969673
115,employee_hire_evaluation,Which shops run with no employees ? Find the shop names,SELECT Name FROM shop WHERE Employee_ID = NULL,2.4903,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:26:32.460929
116,employee_hire_evaluation,Find the number of employees hired in each shop ; show the shop name as well .,"SELECT COUNT(Employee_ID) AS EmployeeCount, Shop_Name FROM hiring LEFT JOIN employee ON hiring.Employee_ID = employee.Employee_ID GROUP BY Shop_ID ORDER BY Shop_Name",4.2795,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:26:36.740469
117,employee_hire_evaluation,"For each shop , return the number of employees working there and the name of the shop .",SELECT COUNT(*) AS count_employees FROM shop,3.6458,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:26:40.387323
118,employee_hire_evaluation,What is total bonus given in all evaluations ?,SELECT SUM(Bonus) AS TotalBonus FROM eval LEFT JOIN employee,7.3407,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:26:47.728007
119,employee_hire_evaluation,Find the total amount of bonus given in all the evaluations .,SELECT SUM(Bonus) FROM evaluation,2.5844,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:26:50.313423
120,employee_hire_evaluation,Give me all the information about hiring .,"SELECT Shop_ID, Employee_ID, Start_from, Is_full_time FROM hiring",7.205,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:26:57.518792
121,employee_hire_evaluation,What is all the information about hiring ?,"SELECT Shop_ID, Employee_ID, Start_from, Is_full_time FROM hiring",3.8368,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:27:01.355558
122,employee_hire_evaluation,Which district has both stores with less than 3000 products and stores with more than 10000 products ?,SELECT 1,15.6415,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:27:16.997056
123,employee_hire_evaluation,Find the districts in which there are both shops selling less than 3000 products and shops selling more than 10000 products .,SELECT DISTINCT District FROM shop,4.8967,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:27:21.893753
124,employee_hire_evaluation,How many different store locations are there ?,SELECT COUNT(DISTINCT Location) FROM shop,2.2854,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:27:24.179141
125,employee_hire_evaluation,Count the number of distinct store locations .,SELECT COUNT(DISTINCT Location) FROM shop,2.1872,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:27:26.366351
126,orchestra,How many conductors are there ?,SELECT COUNT(Conductor_ID) FROM conductor,2.5854,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:27:28.951741
127,orchestra,Count the number of conductors .,Answer: SELECT COUNT(*) FROM conductor,3.3939,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:27:32.345602
128,orchestra,List the names of conductors in ascending order of age .,SELECT Name FROM conductor ORDER BY Age ASC LIMIT 5,4.3326,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:27:36.678216
129,orchestra,"What are the names of conductors , ordered by age ?",SELECT Name FROM conductor ORDER BY Age,3.2942,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:27:39.972911
130,orchestra,What are the names of conductors whose nationalities are not `` USA '' ?,SELECT Name FROM conductor WHERE Nationality != 'USA',4.104,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:27:44.076883
131,orchestra,Return the names of conductors that do not have the nationality `` USA '' .,SELECT 1,3.7244,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:27:47.801312
132,orchestra,What are the record companies of orchestras in descending order of years in which they were founded ?,"SELECT Name,",5.8096,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:27:53.610876
133,orchestra,"Return the record companies of orchestras , sorted descending by the years in which they were founded .",SELECT Orchestra FROM orchestra ORDER BY Year_of_Founded DESC,3.8731,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:27:57.483976
134,orchestra,What is the average attendance of shows ?,SELECT AVG(total_attendance / COUNT(pf_p_id)) AS average_attendance,5.6522,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:28:03.136146
135,orchestra,Return the average attendance across all shows .,SELECT AVG(Attendance) FROM performance,4.0955,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:28:07.232713
136,orchestra,What are the maximum and minimum share of performances whose type is not `` Live final '' .,"SELECT MAX(Share), MIN(Share) FROM performance WHERE Type != 'Live final'",3.1184,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:28:10.351158
137,orchestra,Return the maximum and minimum shares for performances that do not have the type `` Live final '' .,"SELECT Orchestra, OrchestraShare,",4.2649,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:28:14.617082
138,orchestra,How many different nationalities do conductors have ?,SELECT COUNT(DISTINCTNationality) AS NumberOfNationalities,3.4058,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:28:18.022876
139,orchestra,Count the number of different nationalities of conductors .,Answer: SELECT COUNT(*) FROM conductor,3.7798,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:28:21.802674
140,orchestra,List names of conductors in descending order of years of work .,SELECT Name FROM conductor WHERE Year_of_Work ORDER BY Year_of_Work DESC,3.3889,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:28:25.191612
141,orchestra,"What are the names of conductors , sorted descending by the number of years they have worked ?",SELECT 1,15.7998,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:28:40.991442
142,orchestra,List the name of the conductor with the most years of work .,SELECT 1,5.3288,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:28:46.321254
143,orchestra,What is the name of the conductor who has worked the greatest number of years ?,SELECT 1,15.9614,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:29:02.282629
144,orchestra,Show the names of conductors and the orchestras they have conducted .,ON c.Name IN (SELECT Name FROM conductor c),10.6756,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:29:12.958262
145,orchestra,What are the names of conductors as well as the corresonding orchestras that they have conducted ?,"SELECT c.Name AS Conductor_Name, o.Name AS Orchestra_Name, c.Conductor_ID, o.Conductor_ID FROM conductor c LEFT JOIN performance p ON c.Conductor_ID = p.Conductor_ID LEFT JOIN orchestra o ON p.Orchestra_ID = o.Orchestra_ID",5.0245,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:29:17.982730
146,orchestra,Show the names of conductors that have conducted more than one orchestras .,"The SQL query provided above selects the names of conductors who have conducted more than one orchestra. The result is ordered alphabetically by conductor name, providing the most interesting examples from the database.",6.4536,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:29:24.436313
147,orchestra,What are the names of conductors who have conducted at more than one orchestra ?,(SELECT COUNT(DISTINCT o.Orchestra_ID) AS num_orchestras,9.673,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:29:34.109324
148,orchestra,Show the name of the conductor that has conducted the most number of orchestras .,"SELECT Name, COUNT(*) AS conductor_count",12.6883,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:29:46.798618
149,orchestra,What is the name of the conductor who has conducted the most orchestras ?,"SELECT conductor.Name,",7.9013,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:29:54.699943
150,orchestra,Please show the name of the conductor that has conducted orchestras founded after 2008 .,SELECT 1,8.1288,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:30:02.829759
151,orchestra,What are the names of conductors who have conducted orchestras founded after the year 2008 ?,"LEFT JOIN (SELECT o1conductor_id, o1Year_founded FROM orchestra o1 WHERE o1Year_founded > 2008)",7.9656,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:30:10.796400
152,orchestra,Please show the different record companies and the corresponding number of orchestras .,WHERE EXISTS (SELECT * FROM performance WHERE Performance_ID = orchestra.Performance_ID AND orchestra.Conductor_ID IS NULL),11.147,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:30:21.943424
153,orchestra,How many orchestras does each record company manage ?,"SELECT Record_Combound, COUNT(Orchestra_ID) AS Number_of_Orchestras",7.9878,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:30:29.931250
154,orchestra,Please show the record formats of orchestras in ascending order of count .,"SELECT CONV(Record_Compy, INTEGER) AS Count FROM orchestra ORDER BY CONV(Record_Compy, INTEGER) ASC",7.6227,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:30:37.553990
155,orchestra,"What are the major record formats of orchestras , sorted by their frequency ?",SELECT Major_Record_Format FROM orchestra ORDER BY Year_of_Founded,4.9428,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:30:42.497333
156,orchestra,List the record company shared by the most number of orchestras .,HAVING total_orchestra = (SELECT MAX(total_orchestra) FROM cte_orchestra_orchestra),8.844,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:30:51.342358
157,orchestra,What is the record company used by the greatest number of orchestras ?,SELECT 1,16.1104,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:31:07.453788
158,orchestra,List the names of orchestras that have no performance .,SELECT 1,7.0223,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:31:14.476116
159,orchestra,What are the orchestras that do not have any performances ?,SELECT Orchestra_ID FROM orchestra WHERE COUNT(Performance_ID) = 0,9.8564,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:31:24.332470
160,orchestra,Show the record companies shared by orchestras founded before 2003 and after 2003 .,SELECT c.Record_Combining,11.0902,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:31:35.422669
161,orchestra,What are the record companies that are used by both orchestras founded before 2003 and those founded after 2003 ?,SELECT 1,15.6901,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:31:51.112735
162,orchestra,Find the number of orchestras whose record format is `` CD '' or `` DVD '' .,SELECT Orchestra_ID,4.3161,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:31:55.428865
163,orchestra,Count the number of orchestras that have CD or DVD as their record format .,SELECT COUNT(*) FROM orchestra WHERE Major-record-format LIKE '%CD%' OR Major-record-format LIKE '%DVD%',3.0438,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:31:58.472678
164,orchestra,Show the years in which orchestras that have given more than one performance are founded .,SELECT Year_of_Founded FROM orchestra,10.0066,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:32:08.480274
165,orchestra,What are years of founding for orchestras that have had more than a single performance ?,SELECT 1,16.0673,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:32:24.547561
166,singer,How many singers are there ?,SELECT COUNT(Song_ID) FROM singer,2.9576,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:32:27.505713
167,singer,What is the count of singers ?,SELECT 1,2.6939,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:32:30.199609
168,singer,List the name of singers in ascending order of net worth .,SELECT Name FROM singer ORDER BY singer.Net_Worth_Millions ASC,4.3226,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:32:34.522171
169,singer,What are the names of singers ordered by ascending net worth ?,SELECT Name FROM singer ORDER BY Net_Worth_Millions ASC,3.2335,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:32:37.756719
170,singer,What are the birth year and citizenship of singers ?,"SELECT Birth_Year, Citizenship FROM singer",2.957,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:32:40.713730
171,singer,What are the birth years and citizenships of the singers ?,"SELECT Birth_Year, Citizenship FROM singer",4.6924,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:32:45.406128
172,singer,List the name of singers whose citizenship is not `` France '' .,SELECT Name FROM singer WHERE citizenship != 'France',3.2589,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:32:48.665521
173,singer,What are the names of the singers who are not French citizens ?,SELECT Name FROM singer WHERE Citizenship != 'French',3.4351,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:32:52.100623
174,singer,Show the name of singers whose birth year is either 1948 or 1949 ?,SELECT Name FROM singer WHERE Birth_Year = 1948 OR Birth_Year = 1949,3.8184,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:32:55.919030
175,singer,What are the names of the singers whose birth years are either 1948 or 1949 ?,SELECT Name FROM singer WHERE (Birth_Year = 1948) OR (Birth_Year = 1949),4.7136,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:33:00.633679
176,singer,What is the name of the singer with the largest net worth ?,SELECT MAX(Net_Worth_Millions) AS Max_Net_Worth,7.6367,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:33:08.270352
177,singer,What is the name of the singer who is worth the most ?,WHERE Net_Worth_Millions = (SELECT MAX(Net_Worth_Millions) FROM singer),4.071,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:33:12.341309
178,singer,Show different citizenship of singers and the number of singers of each citizenship .,SELECT 1,15.7723,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:33:28.113602
179,singer,"For each citizenship , how many singers are from that country ?","SELECT 'Citizenship', COUNT(Singer_ID) AS Num_Singers FROM singer GROUP BY Citizenship",3.7143,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:33:31.827898
180,singer,Please show the most common citizenship of singers .,SELECT DISTINCT Citizen FROM singer WHERE EXISTS('song') ORDER BY Count(singer) DESC,3.4807,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:33:35.308630
181,singer,What is the most common singer citizenship ?,"FROM (SELECT singer.Singer_ID, singer.Name, song.Singer_ID as singer_id, song.Citizenship as citi FROM song LEFT JOIN singer ON singer.Singer_ID = song.Singer_ID)",9.1292,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:33:44.437816
182,singer,Show different citizenships and the maximum net worth of singers of each citizenship .,(SELECT n.Net_Worth_Millions,6.5268,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:33:50.964579
183,singer,"For each citizenship , what is the maximum net worth ?","SELECT citizenship, MAX(Net_Worth_Millions) AS Max_Net_Worth FROM singer GROUP BY citizenship ORDER BY citizenship",5.4204,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:33:56.386002
184,singer,Show titles of songs and names of singers .,SELECT Title FROM song WHERE Song_ID = singer.Singer_ID,4.2801,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:34:00.666144
185,singer,What are the song titles and singer names ?,"SELECT Song.Title, Singer.Name FROM song JOIN singer ON singer.Singer_ID = song.Singer_ID",4.2303,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:34:04.896468
186,singer,Show distinct names of singers that have songs with sales more than 300000 .,SELECT DISTINCT Name,4.718,deepseek-r1:1.5b,mxbai-embed-large,LlamaIndex,NLSQLTableQueryEngine,"temp=0.3,top_p=0.95,predict=2000",2025-12-07T20:34:09.614514
