question_id,db_id,question,predicted_sql,latency_seconds,model,timestamp
103,employee_hire_evaluation,"Sort all the shops by number products in descending order , and return the name , location and district of each shop .","SELECT T1.Name, T1.Location, T1.District FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID = T2.Shop_ID ORDER BY T1.Number_products DESC",1.0235,granite3.3:2b,2025-12-06T15:20:15.741183
104,employee_hire_evaluation,Find the names of stores whose number products is more than the average number of products .,SELECT T1.Name FROM shop AS T1 WHERE T1.Number_products > (SELECT AVG(T2.Number_products) FROM shop AS T2),0.8403,granite3.3:2b,2025-12-06T15:20:16.582453
105,employee_hire_evaluation,Which shops ' number products is above the average ? Give me the shop names .,SELECT T1.Name FROM shop AS T1 WHERE T1.Number_products > (SELECT AVG(T2.Number_products) FROM shop AS T2),0.8284,granite3.3:2b,2025-12-06T15:20:17.412882
106,employee_hire_evaluation,find the name of employee who was awarded the most times in the evaluation .,SELECT T1.Name FROM employee AS T1 JOIN evaluation AS T2 ON T1.Employee_ID = T2.Employee_ID GROUP BY T2.Employee_ID ORDER BY COUNT(*) DESC LIMIT 1,0.9604,granite3.3:2b,2025-12-06T15:20:18.374274
107,employee_hire_evaluation,Which employee received the most awards in evaluations ? Give me the employee name .,SELECT T1.Name FROM employee AS T1 JOIN evaluation AS T2 ON T1.Employee_ID = T2.Employee_ID GROUP BY T1.Employee_ID ORDER BY COUNT(*) DESC LIMIT 1,0.8542,granite3.3:2b,2025-12-06T15:20:19.230474
108,employee_hire_evaluation,Find the name of the employee who got the highest one time bonus .,SELECT T1.Name FROM employee AS T1 JOIN evaluation AS T2 ON T1.Employee_ID = T2.Employee_ID WHERE Bonus = (SELECT MAX(Bonus) FROM evaluation),0.8034,granite3.3:2b,2025-12-06T15:20:20.034907
109,employee_hire_evaluation,Which employee received the biggest bonus ? Give me the employee name .,SELECT T1.Name FROM evaluation AS T1 JOIN employee AS T2 ON T1.Employee_ID = T2.Employee_ID ORDER BY Bonus DESC LIMIT 1,0.8527,granite3.3:2b,2025-12-06T15:20:20.888900
110,employee_hire_evaluation,Find the names of employees who never won any award in the evaluation .,SELECT e.Name FROM employee e LEFT JOIN hiring h ON e.Employee_ID = h.Employee_ID WHERE h.Is_full_time IS NULL OR h.Start_from IS NULL,0.8177,granite3.3:2b,2025-12-06T15:20:21.706571
111,employee_hire_evaluation,What are the names of the employees who never received any evaluation ?,SELECT e.Name FROM employee e LEFT JOIN hiring h ON e.Employee_ID = h.Employee_ID WHERE h.Employee_ID IS NULL,0.6446,granite3.3:2b,2025-12-06T15:20:22.352740
112,employee_hire_evaluation,What is the name of the shop that is hiring the largest number of employees ?,SELECT T1.Name FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID = T2.Shop_ID GROUP BY T1.Name ORDER BY COUNT(T2.Employee_ID) DESC LIMIT 1,1.0641,granite3.3:2b,2025-12-06T15:20:23.417853
113,employee_hire_evaluation,Which shop has the most employees ? Give me the shop name .,SELECT T1.Name FROM shop AS T1 GROUP BY T1.Shop_ID ORDER BY COUNT(*) DESC LIMIT 1,0.671,granite3.3:2b,2025-12-06T15:20:24.088855
114,employee_hire_evaluation,Find the name of the shops that do not hire any employee .,SELECT T1.Name FROM shop AS T1 LEFT JOIN hiring AS T2 ON T1.Shop_ID = T2.Shop_ID WHERE T2.Employee_ID IS NULL,0.8898,granite3.3:2b,2025-12-06T15:20:24.979667
115,employee_hire_evaluation,Which shops run with no employees ? Find the shop names,SELECT T3.Name FROM shop AS T1 EXCEPT SELECT T2.Employee_ID FROM hiring AS T2 JOIN employee AS T3 ON T2.Employee_ID = T3.Employee_ID,0.9287,granite3.3:2b,2025-12-06T15:20:25.910414
116,employee_hire_evaluation,Find the number of employees hired in each shop ; show the shop name as well .,"SELECT T1.Shop_ID, COUNT(T2.Employee_ID) FROM employee AS T2 JOIN hiring AS T1 ON T2.Employee_ID = T1.Employee_ID GROUP BY T1.Shop_ID",1.0464,granite3.3:2b,2025-12-06T15:20:26.958850
117,employee_hire_evaluation,"For each shop , return the number of employees working there and the name of the shop .","SELECT T1.Name, COUNT(T3.Employee_ID) FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID = T2.Shop_ID JOIN employee AS T3 ON T2.Employee_ID = T3.Employee_ID GROUP BY T1.Name",1.2978,granite3.3:2b,2025-12-06T15:20:28.258927
118,employee_hire_evaluation,What is total bonus given in all evaluations ?,SELECT SUM(evaluation.Bonus) FROM evaluation JOIN hiring ON evaluation.Employee_ID = hiring.Employee_ID,0.6477,granite3.3:2b,2025-12-06T15:20:28.907641
119,employee_hire_evaluation,Find the total amount of bonus given in all the evaluations .,SELECT SUM(evaluation.Bonus) FROM evaluation INNER JOIN employee ON evaluation.Employee_ID = employee.Employee_ID,0.5271,granite3.3:2b,2025-12-06T15:20:29.435811
120,employee_hire_evaluation,Give me all the information about hiring .,SELECT * FROM hiring,0.3408,granite3.3:2b,2025-12-06T15:20:29.777658
121,employee_hire_evaluation,What is all the information about hiring ?,SELECT * FROM shop INNER JOIN hiring ON shop.Shop_ID = hiring.Shop_ID,0.4751,granite3.3:2b,2025-12-06T15:20:30.254715
122,employee_hire_evaluation,Which district has both stores with less than 3000 products and stores with more than 10000 products ?,SELECT District FROM shop WHERE Shop_ID IN (SELECT Shop_ID FROM hiring WHERE Start_from = 'before_2020' INTERSECT SELECT Shop_ID FROM hiring WHERE Start_from = '2020_or_after') AND Number_products IN (SELECT Number_products FROM shop WHERE District = (SELECT District FROM shop WHERE Shop_ID IN (SELECT Shop_ID FROM hiring WHERE Start_from = 'before_2020' INTERSECT SELECT Shop_ID FROM hiring WHERE Start_from = '2020_or_after)) < 3000 UNION SELECT Number_products FROM shop WHERE District = (SELECT District FROM shop WHERE Shop_ID IN (Select Shop_ID From hiring Where Start_from = 'before_2020' INTERSECT Select Shop_ID From hiring Where Start_from = '2020_or_after'))) AND Number_products IN (SELECT Number_products FROM shop WHERE District != (SELECT District FROM shop WHERE Shop_ID IN (Select Shop_ID From hiring Where Start_from = 'before_2020' INTERSECT Select Shop_ID From hiring Where Start_from = '2020_or_after))),4.3602,granite3.3:2b,2025-12-06T15:20:34.616982
123,employee_hire_evaluation,Find the districts in which there are both shops selling less than 3000 products and shops selling more than 10000 products .,SELECT T2.District FROM shop AS T1 JOIN employee_in_shop AS T2 ON T1.Shop_ID = T2.Shop_ID WHERE T1.Number_products < 3000 INTERSECT SELECT T2.District FROM shop AS T1 JOIN employee_in_shop AS T2 ON T1.Shop_ID = T2.Shop_ID WHERE T1.Number_products > 10000,1.6371,granite3.3:2b,2025-12-06T15:20:36.255283
124,employee_hire_evaluation,How many different store locations are there ?,SELECT COUNT(DISTINCT Location) FROM shop,0.4128,granite3.3:2b,2025-12-06T15:20:36.668928
125,employee_hire_evaluation,Count the number of distinct store locations .,SELECT COUNT(DISTINCT Location) FROM shop,0.2954,granite3.3:2b,2025-12-06T15:20:36.964284
126,orchestra,How many conductors are there ?,SELECT COUNT(*) FROM conductor,0.3939,granite3.3:2b,2025-12-06T15:20:37.360146
127,orchestra,Count the number of conductors .,SELECT COUNT(DISTINCT Conductor_ID) FROM conductor,0.3562,granite3.3:2b,2025-12-06T15:20:37.717339
128,orchestra,List the names of conductors in ascending order of age .,SELECT Name FROM conductor ORDER BY Age ASC,0.4577,granite3.3:2b,2025-12-06T15:20:38.175829
129,orchestra,"What are the names of conductors , ordered by age ?","SELECT Name, Age FROM conductor ORDER BY Age DESC",0.3273,granite3.3:2b,2025-12-06T15:20:38.504136
130,orchestra,What are the names of conductors whose nationalities are not `` USA '' ?,SELECT Name FROM conductor WHERE Nationality != 'USA',0.5139,granite3.3:2b,2025-12-06T15:20:39.019032
131,orchestra,Return the names of conductors that do not have the nationality `` USA '' .,SELECT Name FROM conductor WHERE Nationality != 'USA',0.3647,granite3.3:2b,2025-12-06T15:20:39.385867
132,orchestra,What are the record companies of orchestras in descending order of years in which they were founded ?,"SELECT T2.Record_Company, T3.Year_of_Founded FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID = T2.Condutor_ID JOIN performance AS T3 ON T2.Orchestra_ID = T3.Orchestra_ID ORDER BY T3.Year_of_Founded DESC",1.5226,granite3.3:2b,2025-12-06T15:20:40.910544
133,orchestra,"Return the record companies of orchestras , sorted descending by the years in which they were founded .",SELECT T1.Record_Company FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID WHERE orchestra.Year_of_Founded IS NOT NULL ORDER BY orchestra.Year_of_Founded DESC,1.0277,granite3.3:2b,2025-12-06T15:20:41.939240
134,orchestra,What is the average attendance of shows ?,SELECT AVG(Attendance) FROM show,0.4289,granite3.3:2b,2025-12-06T15:20:42.369140
135,orchestra,Return the average attendance across all shows .,SELECT AVG(show.Attendance) FROM show JOIN performance ON show.Performance_ID = performance.Performance_ID,0.5428,granite3.3:2b,2025-12-06T15:20:42.911943
136,orchestra,What are the maximum and minimum share of performances whose type is not `` Live final '' .,"SELECT MAX(T3.Share), MIN(T3.Share) FROM show AS T1 JOIN performance_id AS T2 ON T1.Performance_ID = T2.Performance_ID JOIN orchestra AS T3 ON T2.Orchestra_ID = T3.Orchestra_ID WHERE T3.Type != 'Live final'",1.4913,granite3.3:2b,2025-12-06T15:20:44.404712
137,orchestra,Return the maximum and minimum shares for performances that do not have the type `` Live final '' .,"SELECT MAX(T3.Share), MIN(T3.Share) FROM show AS T1 JOIN performance AS T2 ON T1.Performance_ID = T2.Performance_ID JOIN orchestra AS T3 ON T2.Orchestra_ID = T3.Orchestra_ID WHERE T2.Type != 'Live final'",1.2689,granite3.3:2b,2025-12-06T15:20:45.675642
138,orchestra,How many different nationalities do conductors have ?,SELECT COUNT(DISTINCT Nationality) FROM conductor,0.4825,granite3.3:2b,2025-12-06T15:20:46.159156
139,orchestra,Count the number of different nationalities of conductors .,SELECT COUNT(DISTINCT Nationality) FROM conductor,0.3242,granite3.3:2b,2025-12-06T15:20:46.485379
140,orchestra,List names of conductors in descending order of years of work .,SELECT Name FROM conductor ORDER BY Year_of_Work DESC,0.5092,granite3.3:2b,2025-12-06T15:20:46.995590
141,orchestra,"What are the names of conductors , sorted descending by the number of years they have worked ?","SELECT Name, COUNT(*) FROM conductor GROUP BY Name ORDER BY Count(*) DESC",0.5729,granite3.3:2b,2025-12-06T15:20:47.569513
142,orchestra,List the name of the conductor with the most years of work .,SELECT Name FROM conductor WHERE Age = (SELECT MAX(Age) FROM conductor),0.6141,granite3.3:2b,2025-12-06T15:20:48.185606
143,orchestra,What is the name of the conductor who has worked the greatest number of years ?,SELECT Name FROM conductor WHERE Year_of_Work = (SELECT MAX(Year_of_Work) FROM conductor),0.7214,granite3.3:2b,2025-12-06T15:20:48.907972
144,orchestra,Show the names of conductors and the orchestras they have conducted .,"SELECT T1.Name, T3.Orchestra FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID = T2.Conductor_ID JOIN performance AS T3 ON T2.Orchestra_ID = T3.Orchestra_ID",1.2585,granite3.3:2b,2025-12-06T15:20:50.167717
145,orchestra,What are the names of conductors as well as the corresonding orchestras that they have conducted ?,"SELECT T1.Name, T3.Orchestra FROM conductor AS T1",1.3144,granite3.3:2b,2025-12-06T15:20:51.482129
146,orchestra,Show the names of conductors that have conducted more than one orchestras .,SELECT T1.Name FROM conductor AS T1 JOIN performance_orchestra AS T2 ON T1.Conductor_ID = T2.Conductor_ID GROUP BY T1.Name HAVING COUNT(DISTINCT T2.Orchestra_ID) > 1,1.2765,granite3.3:2b,2025-12-06T15:20:52.759655
147,orchestra,What are the names of conductors who have conducted at more than one orchestra ?,SELECT T1.Name FROM conductor AS T1 JOIN performance_orchestra AS T2 ON T1.Conductor_ID = T2.Conductor_ID GROUP BY T1.Name HAVING COUNT(DISTINCT T2.Orchestra) > 1,1.0821,granite3.3:2b,2025-12-06T15:20:53.842790
148,orchestra,Show the name of the conductor that has conducted the most number of orchestras .,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID = T2.Conductor_ID GROUP BY T1.Name ORDER BY COUNT(*) DESC LIMIT 1,1.102,granite3.3:2b,2025-12-06T15:20:54.945798
149,orchestra,What is the name of the conductor who has conducted the most orchestras ?,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID = T2.Conductor_ID GROUP BY T1.Name ORDER BY COUNT(*) DESC LIMIT 1,1.0853,granite3.3:2b,2025-12-06T15:20:56.033138
150,orchestra,Please show the name of the conductor that has conducted orchestras founded after 2008 .,SELECT Name FROM conductor WHERE Year_of_Work > 2008,0.582,granite3.3:2b,2025-12-06T15:20:56.616280
151,orchestra,What are the names of conductors who have conducted orchestras founded after the year 2008 ?,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID = T2.Orchestra_ID WHERE T2.Year_of_Founded > 2008,0.9435,granite3.3:2b,2025-12-06T15:20:57.561348
152,orchestra,Please show the different record companies and the corresponding number of orchestras .,"SELECT Record_Company, COUNT(DISTINCT Orchestra_ID) FROM conductor c JOIN orchestra o ON c.Conductor_ID = o.Orchestra_ID GROUP BY Record_Company",0.9882,granite3.3:2b,2025-12-06T15:20:58.551050
153,orchestra,How many orchestras does each record company manage ?,"SELECT T1.Record_Company, COUNT(DISTINCT T3.Orchestra_ID) FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID = T2.Condutor_ID JOIN performance AS T3 ON T2.Orchestra_ID = T3.Orchestra_ID GROUP BY T1.Record_Company",1.5017,granite3.3:2b,2025-12-06T15:21:00.054544
154,orchestra,Please show the record formats of orchestras in ascending order of count .,SELECT Major_Record_Format FROM orchestra WHERE Conductor_ID IN (SELECT T2.Orchestra_ID FROM performance AS T1 JOIN conductor AS T2 ON T1.Orchestra_ID = T2.Orchestra_ID GROUP BY T1.Orchestra_ID ORDER BY COUNT(*) DESC LIMIT 1) ORDER BY Major_Record_Format ASC,1.4987,granite3.3:2b,2025-12-06T15:21:01.554273
155,orchestra,"What are the major record formats of orchestras , sorted by their frequency ?","SELECT Major_Record_Format, COUNT(*) FROM performance JOIN orchestra ON performance.Orchestra_ID = orchestra.Orchestra_ID GROUP BY Major_Record_Format ORDER BY COUNT(*) DESC",0.9369,granite3.3:2b,2025-12-06T15:21:02.492224
156,orchestra,List the record company shared by the most number of orchestras .,SELECT Record_Company FROM conductor c JOIN orchestra o ON c.Conductor_ID = o.Conductor_ID GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1,0.965,granite3.3:2b,2025-12-06T15:21:03.459243
157,orchestra,What is the record company used by the greatest number of orchestras ?,SELECT Record_Company FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1,0.9584,granite3.3:2b,2025-12-06T15:21:04.418953
158,orchestra,List the names of orchestras that have no performance .,SELECT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance),0.6961,granite3.3:2b,2025-12-06T15:21:05.115035
159,orchestra,What are the orchestras that do not have any performances ?,SELECT Orchestra FROM conductor EXCEPT SELECT orchestra FROM performance,0.5357,granite3.3:2b,2025-12-06T15:21:05.650749
160,orchestra,Show the record companies shared by orchestras founded before 2003 and after 2003 .,SELECT Record_Company FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID WHERE Year_of_Founded < 2003 INTERSECT SELECT Record_Company FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID WHERE Year_of_Founded > 2003,1.6045,granite3.3:2b,2025-12-06T15:21:07.256263
161,orchestra,What are the record companies that are used by both orchestras founded before 2003 and those founded after 2003 ?,SELECT distinct Record_Company FROM conductor c JOIN orchestra o ON c.Conductor_ID = o.Orchestra_ID WHERE c.Year_of_Work < 2003 INTERSECT SELECT distinct Record_Company FROM conductor c JOIN orchestra o ON c.Conductor_ID = o.Orchestra_ID WHERE c.Year_of_Work > 2003,1.687,granite3.3:2b,2025-12-06T15:21:08.944649
162,orchestra,Find the number of orchestras whose record format is `` CD '' or `` DVD '' .,SELECT COUNT(*) FROM orchestra WHERE Major_Record_Format = 'CD' INTERSECT SELECT COUNT(*) FROM orchestra WHERE Major_Record_Format = 'DVD',0.886,granite3.3:2b,2025-12-06T15:21:09.832752
163,orchestra,Count the number of orchestras that have CD or DVD as their record format .,SELECT COUNT(*) FROM conductor c JOIN orchestra o ON c.Conductor_ID = o.Orchestra_ID WHERE o.Major_Record_Format = 'CD' OR o.Major_Record_Format = 'DVD',0.9562,granite3.3:2b,2025-12-06T15:21:10.790974
164,orchestra,Show the years in which orchestras that have given more than one performance are founded .,SELECT DISTINCT Year_of_Founded FROM conductor c JOIN orchestra o ON c.Conductor_ID = o.Orchestra_ID WHERE o.Performance_ID IN (SELECT Performance_ID FROM performance GROUP BY Performance_ID HAVING COUNT(*) > 1),1.2397,granite3.3:2b,2025-12-06T15:21:12.031637
165,orchestra,What are years of founding for orchestras that have had more than a single performance ?,SELECT Year_of_Founded FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Orchestra_ID WHERE Orchestra_ID IN (SELECT Orchestra_ID FROM performance GROUP BY Orchestra_ID HAVING COUNT(*) > 1),1.1441,granite3.3:2b,2025-12-06T15:21:13.178020
166,singer,How many singers are there ?,SELECT COUNT(DISTINCT Singer_ID) FROM singer,0.4483,granite3.3:2b,2025-12-06T15:21:13.626275
167,singer,What is the count of singers ?,SELECT COUNT(DISTINCT Singer_ID) FROM singer,0.3501,granite3.3:2b,2025-12-06T15:21:13.977844
168,singer,List the name of singers in ascending order of net worth .,SELECT T1.Name FROM singer AS T1 ORDER BY T1.Net_Worth_Millions ASC,0.6263,granite3.3:2b,2025-12-06T15:21:14.606665
169,singer,What are the names of singers ordered by ascending net worth ?,SELECT T1.Name FROM singer AS T1 ORDER BY T1.Net_Worth_Millions ASC,0.5429,granite3.3:2b,2025-12-06T15:21:15.150542
170,singer,What are the birth year and citizenship of singers ?,"SELECT Singer_ID, Birth_Year, Citizenship FROM singer",0.5182,granite3.3:2b,2025-12-06T15:21:15.669776
171,singer,What are the birth years and citizenships of the singers ?,"SELECT Singer_ID, Birth_Year, Citizenship FROM singer",0.43,granite3.3:2b,2025-12-06T15:21:16.099760
172,singer,List the name of singers whose citizenship is not `` France '' .,"SELECT Song_ID, Title FROM song WHERE Singer_ID NOT IN (SELECT Singer_ID FROM singer WHERE Citizenship = 'France')",0.7733,granite3.3:2b,2025-12-06T15:21:16.875305
173,singer,What are the names of the singers who are not French citizens ?,SELECT T1.Name FROM singer AS T1 WHERE T1.Citizenship != 'French',0.5465,granite3.3:2b,2025-12-06T15:21:17.424349
174,singer,Show the name of singers whose birth year is either 1948 or 1949 ?,SELECT s.Name FROM singer AS s WHERE Singer_ID IN (SELECT Song_ID FROM song WHERE Birth_Year = 1948) INTERSECT SELECT s.Name FROM singer AS s WHERE Singer_ID IN (SELECT Song_ID FROM song WHERE Birth_Year = 1949),1.3512,granite3.3:2b,2025-12-06T15:21:18.776076
175,singer,What are the names of the singers whose birth years are either 1948 or 1949 ?,SELECT T1.Name FROM singer AS T1 WHERE T1.Birth_Year = 1948 INTERSECT SELECT T1.Name FROM singer AS T1 WHERE T1.Birth_Year = 1949,0.935,granite3.3:2b,2025-12-06T15:21:19.712581
176,singer,What is the name of the singer with the largest net worth ?,SELECT T1.Name FROM singer AS T1 WHERE T1.Net_Worth_Millions = (SELECT MAX(Net_Worth_Millions) FROM singer),0.8748,granite3.3:2b,2025-12-06T15:21:20.588447
177,singer,What is the name of the singer who is worth the most ?,SELECT T1.Name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID WHERE T1.Net_Worth_Millions = (SELECT MAX(Net_Worth_Millions) FROM singer),1.1021,granite3.3:2b,2025-12-06T15:21:21.691546
178,singer,Show different citizenship of singers and the number of singers of each citizenship .,"SELECT Citizenship, COUNT(*) FROM singer GROUP BY Citizenship",0.5207,granite3.3:2b,2025-12-06T15:21:22.214385
179,singer,"For each citizenship , how many singers are from that country ?","SELECT T1.Citizenship, COUNT(T1.Singer_ID) FROM singer AS T1 GROUP BY T1.Citizenship",0.79,granite3.3:2b,2025-12-06T15:21:23.005482
180,singer,Please show the most common citizenship of singers .,"SELECT Citizenship, COUNT(DISTINCT Singer_ID) AS Singer_Count FROM singer GROUP BY Citizenship ORDER BY Singer_Count DESC LIMIT 1",0.874,granite3.3:2b,2025-12-06T15:21:23.880534
181,singer,What is the most common singer citizenship ?,"SELECT Citizenship, COUNT(DISTINCT Singer_ID) AS Singer_Count FROM singer GROUP BY Citizenship ORDER BY Singer_Count DESC LIMIT 1",0.7725,granite3.3:2b,2025-12-06T15:21:24.655047
182,singer,Show different citizenships and the maximum net worth of singers of each citizenship .,"SELECT Citizenship, MAX(Net_Worth_Millions) FROM singer JOIN song ON singer.Singer_ID = song.Singer_ID GROUP BY Citizenship",0.9268,granite3.3:2b,2025-12-06T15:21:25.582797
183,singer,"For each citizenship , what is the maximum net worth ?","SELECT Citizenship, MAX(Net_Worth_Millions) FROM singer JOIN song ON singer.Singer_ID = song.Singer_ID GROUP BY Citizenship",0.8426,granite3.3:2b,2025-12-06T15:21:26.426424
184,singer,Show titles of songs and names of singers .,"SELECT song.Title, singer.Name FROM singer JOIN song ON singer.Singer_ID = song.Singer_ID",0.6656,granite3.3:2b,2025-12-06T15:21:27.092066
185,singer,What are the song titles and singer names ?,"SELECT T1.Title, T2.Name FROM song AS T1 JOIN singer AS T2 ON T1.Singer_ID = T2.Singer_ID",0.7337,granite3.3:2b,2025-12-06T15:21:27.827805
186,singer,Show distinct names of singers that have songs with sales more than 300000 .,SELECT DISTINCT T1.Name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID WHERE T2.Sales > 300000,0.9489,granite3.3:2b,2025-12-06T15:21:28.777709
187,singer,what are the different names of the singers that have sales more than 300000 ?,SELECT Title FROM song WHERE Sales > 300000,0.3842,granite3.3:2b,2025-12-06T15:21:29.162977
188,singer,Show the names of singers that have more than one song .,SELECT T1.Name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID GROUP BY T1.Name HAVING COUNT(T2.Song_ID) > 1,0.9716,granite3.3:2b,2025-12-06T15:21:30.135689
189,singer,What are the names of the singers that have more than one songs ?,SELECT T1.Name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID GROUP BY T1.Name HAVING COUNT(T2.Song_ID) > 1,0.9784,granite3.3:2b,2025-12-06T15:21:31.115156
190,singer,Show the names of singers and the total sales of their songs .,"SELECT T1.Name, SUM(T2.Sales) FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID GROUP BY T1.Name",0.9687,granite3.3:2b,2025-12-06T15:21:32.084831
191,singer,"For each singer name , what is the total sales for their songs ?","SELECT T1.Name, SUM(T2.Sales) FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID GROUP BY T1.Name",0.9629,granite3.3:2b,2025-12-06T15:21:33.049216
192,singer,List the name of singers that do not have any song .,SELECT T1.Name FROM singer T1 LEFT JOIN song T2 ON T1.Singer_ID = T2.Singer_ID WHERE T2.Singer_ID IS NULL,0.8765,granite3.3:2b,2025-12-06T15:21:33.927755
193,singer,What is the sname of every sing that does not have any song ?,SELECT s.Name FROM singer s WHERE s.Singer_ID NOT IN (SELECT T2.Singer_ID FROM song T2),0.7646,granite3.3:2b,2025-12-06T15:21:34.693918
194,singer,Show the citizenship shared by singers with birth year before 1945 and after 1955 .,SELECT Citizenship FROM singer WHERE Birth_Year < 1945 INTERSECT SELECT Citizenship FROM singer WHERE Birth_Year > 1955,0.8537,granite3.3:2b,2025-12-06T15:21:35.548600
195,singer,What are the citizenships that are shared by singers with a birth year before 1945 and after 1955 ?,SELECT DISTINCT T1.Citizenship FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID WHERE T1.Birth_Year BETWEEN 1945 AND 1955 INTERSECT SELECT DISTINCT T1.Citizenship FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID WHERE T1.Birth_Year < 1945 OR T1.Birth_Year > 1955,1.9963,granite3.3:2b,2025-12-06T15:21:37.546177
